Anom_ID,Accident_Date,Accident_Time,Location,Geo_ID,Accident_Location,Classification_of_Accident,Initial_Impact_Type,Environment_Condition,Light,Road_Surface_Condition,Traffic_Control,Traffic_Control_Condition,No__of_Vehicles,No__of_Bicycles,No__of_Motorcycles,No__of_Pedestrians,Max_Injury,No__of_Injuries,No__of_Minimal,No__of_Minor,No__of_Major,No__of_Fatal,X,Y,Latitude,Longitude,ObjectId
18--2278,2/13/2018,3:32 PM,TERMINAL AVE @ TRAINYARDS DR (0012245),12245,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,371845.3343,5030815.925,45.41406711,-75.64339864,5369
18--2279,2/13/2018,3:52 PM,HAZEL ST @ MAIN ST (0007202),7202,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369166.7139,5030173.552,45.40853878,-75.67770216,5370
18--228,1/4/2018,7:39 PM,DALMENY RD btwn STAGECOACH RD & 4TH LINE RD (__3ZA2C7),__3ZA2C7,04 - At/near private drive,03 - P.D. only,07 - SMV other,05 - Drifting Snow,07 - Dark,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,379053.4425,4999987.293,45.13595686,-75.55592751,5371
18--2280,2/13/2018,4:00 PM,REGIONAL ROAD 174 btwn OR174 IC105 RAMP51 & OR174 IC105 RAMP35 (__3ZA2XC),__3ZA2XC,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,379320.4143,5036952.032,45.4685193,-75.54697716,5372
18--2281,2/13/2018,4:18 PM,CITY PARK DR btwn AMBASSADOR AVE & OGILVIE RD (__3ZA4B7),__3ZA4B7,04 - At/near private drive,02 - Non-fatal injury,02 - Angle,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,2,0,0,0,01 - Minimal,2,2,,,,374271.5649,5032834.965,45.43199671,-75.61211897,5373
18--2282,2/13/2018,5:00 AM,RUSSELL RD btwn ANDERSON RD & FARMERS WAY (__3ZA2CI),__3ZA2CI,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,380278.6216,5026546.787,45.37479748,-75.53631877,5374
18--2283,2/13/2018,5:12 PM,WOODROFFE AVE btwn TURN LANE & KNOXDALE RD (__3ZA3JN),__3ZA3JN,01 - Non intersection,03 - P.D. only,05 - Turning movement,01 - Clear,05 - Dusk,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363418.3048,5021829.998,45.33396963,-75.75212279,5375
18--2284,2/13/2018,5:15 PM,OTTAWA RIVER PKWY WB btwn TUNNEY'S PASTURE/REMIC RAPIDS ENT & PARKDALE (__3ZA24KB),__3ZA24KB,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364560.6322,5030463.733,45.41155822,-75.73650515,5376
18--2285,2/13/2018,5:27 PM,GALETTA SIDE RD btwn CARP RD & HARBOUR ST (__3ZA4RV),__3ZA4RV,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,328213.2576,5035401.614,45.45815136,-76.2006288,5377
18--2286,2/13/2018,5:52 PM,FISHER AVE btwn TRENT ST & 220 S OF TRENT ST (__3ZA30SA),__3ZA30SA,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365823.8968,5026836.618,45.37881327,-75.72081598,5378
18--2287,2/13/2018,6:15 AM,HWY417 IC131 RAMP55 btwn HIGHWAY 417 & HWY416 IC75B RAMP25 (__3ZAYG7),__3ZAYG7,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,358707.8378,5022924.17,45.34419272,-75.81209717,5379
18--2288,2/13/2018,6:22 AM,HWY417 IC131 RAMP55 btwn HIGHWAY 417 & HWY416 IC75B RAMP25 (__3ZAYG7),__3ZAYG7,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,358469.289,5022796.577,45.34306293,-75.81515485,5380
18--2289,2/13/2018,6:33 AM,MERIVALE RD @ WEST HUNT CLUB RD (0000584),584,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365612.695,5021942.498,45.33479515,-75.72411453,5381
18--229,1/4/2018,7:45 AM,ROCKCLIFFE PKWY btwn ACACIA AVE & HILLSDALE RD (__3ZA21Z),__3ZA21Z,07 - Overpass or bridge,03 - P.D. only,01 - Approaching,02 - Rain,03 - Dawn,02 - Wet,10 - No control,,3,0,0,0,,0,,,,,369137.8957,5035503.347,45.45649687,-75.67737384,5382
18--2290,2/13/2018,6:36 AM,BANK ST @ JOHNSTON RD (0006967),6967,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,03 - Dawn,06 - Ice,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,370852.0789,5024840.225,45.3603944,-75.65688726,5383
18--2291,2/13/2018,6:55 AM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,03 - Dawn,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,365172.9304,5028728.835,45.39589545,-75.72889562,5384
18--2292,2/13/2018,7:15 AM,BRIDLE PARK DR btwn RIVERGREEN CRES & BLACK RIVERS PL (__3ZA2VZ),__3ZA2VZ,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,01 - Daylight,06 - Ice,10 - No control,,1,0,0,0,,0,,,,,355490.7882,5016356.383,45.28533462,-75.85381834,5385
18--2293,2/13/2018,7:27 PM,MEADOWLANDS DR @ MERIVALE RD (0000625),625,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,364858.6999,5023725.511,45.35090342,-75.73351712,5386
18--2294,2/13/2018,7:30 AM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,4,0,0,0,02 - Minor,1,,1,,,364983.7318,5028416.227,45.39309895,-75.73135005,5387
18--2295,2/13/2018,7:35 PM,MERIVALE RD @ WOODFIELD DR/ROYDON PL (0009776),9776,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365462.7013,5022298.499,45.33801138,-75.72598443,5388
18--2296,2/13/2018,7:38 AM,BARRAN ST @ FALLOWFIELD RD (0000626),626,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,362293.0292,5016245.135,45.28381014,-75.76712625,5389
18--2297,2/13/2018,7:42 PM,HIGHWAY 417 btwn HWY417 IC139 RAMP61 & HWY417 IC138 RAMP36 (__3ZA2QS),__3ZA2QS,01 - Non intersection,02 - Non-fatal injury,07 - SMV other,01 - Clear,07 - Dark,01 - Dry,10 - No control,,1,0,0,0,02 - Minor,1,,1,,,352215.3894,5019690.628,45.31556557,-75.89525025,5390
18--2298,2/13/2018,7:43 AM,KEYROCK DR @ TORBEC AVE (0012710),12710,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,1,,1,,,349371.3277,5020112.481,45.31954782,-75.93148443,5391
18--2299,2/13/2018,7:45 AM,DUNROBIN RD btwn KINBURN SIDE RD & VANCES SIDE RD (__3ZA3FG),__3ZA3FG,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,99 - Other,10 - No control,,2,0,0,0,,0,,,,,338312.6367,5035612.86,45.45964077,-76.07148282,5392
18--23,1/1/2018,3:51 PM,BEAUSEJOUR DR @ JEANNE D'ARC BLVD (0003636),3636,03 - At intersection,02 - Non-fatal injury,04 - Sideswipe,01 - Clear,01 - Daylight,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,1,0,0,01 - Minimal,1,1,,,,381421.7924,5036060.571,45.46027131,-75.52024602,5393
18--230,1/4/2018,7:50 AM,HADLEY CIRC @ MOODIE DR (0000594),594,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,03 - Dawn,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,357136.6484,5020300.48,45.32070352,-75.83242271,5394
18--2300,2/13/2018,7:45 AM,OTTAWA RIVER PKWY EB btwn TRANSIT & TURN LANE (2) (__3ZA24U),__3ZA24U,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,361277.7603,5026722.87,45.37817099,-75.77887155,5395
18--2301,2/13/2018,7:45 AM,HIGHWAY 417 btwn RAMP & HWY417 IC129 RAMP76 (__3ZA2X8),__3ZA2X8,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,360143.4134,5023311.473,45.34756588,-75.79373623,5396
18--2302,2/13/2018,7:55 AM,CARLING AVE @ MAITLAND AVE/SHERBOURNE RD (0002641),2641,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,362942.6981,5026488.527,45.37592622,-75.75764239,5397
18--2303,2/13/2018,7:56 AM,VIEWMOUNT DR @ MERIVALE RD (0001528),1528,03 - At intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,1,0,0,1,,0,,,,,365193.3487,5022948.495,45.3438832,-75.72934153,5398
18--2304,2/13/2018,8:00 AM,RICHMOND RD btwn NE/OT BOUNDARY & DUMAURIER AVE (__3ZA2TT),__3ZA2TT,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,359547.8813,5023608.003,45.35028079,-75.80130271,5399
18--2305,2/13/2018,8:08 AM,BLACKBURN BYPASS @ INNES RD W (0009340),9340,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,377187.1999,5032175.689,45.42576925,-75.5749574,5400
18--2306,2/13/2018,8:30 AM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,365173.1809,5028729.621,45.3959025,-75.72889232,5401
18--2307,2/13/2018,8:57 AM,COBBLE HILL DR N @ POPPLEWELL CRES (0014045),14045,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,361241.5359,5014855.727,45.27139335,-75.78068673,5402
18--2308,2/13/2018,9:04 PM,BRIAN COBURN BLVD btwn FERN CASEY ST & NAVAN RD (e___2IA8),e___2IA8,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,381242.779,5032979.141,45.43256665,-75.52301345,5403
18--2309,2/13/2018,9:11 AM,HWY417 IC126 RAMP25 btwn MAITLAND AVE & HWY417 IC126 RAMP55 (__3ZAYAB),__3ZAYAB,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,00 - Unknown,10 - No control,,2,0,0,0,,0,,,,,363295.2214,5025796.147,45.36966693,-75.7532238,5404
18--231,1/4/2018,8:29 PM,ST. JOSEPH BLVD btwn ST. JEAN ST & BELCOURT BLVD (__3ZA2AP),__3ZA2AP,01 - Non intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,381080.6428,5037273.964,45.47122576,-75.52441931,5405
18--2310,2/13/2018,9:14 AM,BANK ST @ GLEN AVE (0007710),7710,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368804.7041,5028434.556,45.39292506,-75.68255211,5406
18--2311,2/13/2018,9:18 PM,HERON RD @ BRIAR HILL DR/SANDALWOOD DR (0007190),7190,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,1,,1,,,371452.7278,5027012.538,45.37988325,-75.6489281,5407
18--2312,2/13/2018,9:21 AM,MCLEOD ST @ PERCY ST (0007818),7818,02 - Intersection related,02 - Non-fatal injury,07 - SMV other,01 - Clear,01 - Daylight,05 - Packed snow,02 - Stop sign,01 - Functioning,1,0,0,1,01 - Minimal,1,1,,,,367368.6656,5030139.873,45.4083988,-75.70067459,5408
18--2313,2/13/2018,9:30 AM,HIGHWAY 417 btwn HWY417 IC124 RAMP65 & HWY417 IC122 RAMP51 (__3ZA2R8),__3ZA2R8,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,364670.8776,5027844.328,45.38797994,-75.73541476,5409
18--2314,2/13/2018,9:40 AM,HIGHWAY 417 btwn HWY417 IC118 RAMP35 & HWY417 IC117 RAMP51 (__3ZA2YP),__3ZA2YP,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,369856.5361,5031134.524,45.41712147,-75.66876363,5410
18--1685,2/2/2018,8:00 AM,BEAVERPOND DR @ BLAIR RD (0004166),4166,02 - Intersection related,02 - Non-fatal injury,02 - Angle,99 - Other,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,375400.7752,5031874.567,45.42324251,-75.59782656,5411
18--2045,2/8/2018,8:30 AM,HARVEST VALLEY AVE @ SILVERMOON CRES (0013468),13468,03 - At intersection,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,05 - Packed snow,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,385239.3486,5034637.21,45.44703615,-75.47167188,5412
18--14497,12/31/2018,10:51 PM,NICHOLAS ST SB btwn LAURIER AVE E & Continuation of NICHOLAS ST (__3ZA3MG),__3ZA3MG,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,368516.3668,5031683.544,45.42218469,-75.6858144,5413
18--1686,2/2/2018,8:00 PM,BAYSHORE DR @ RICHMOND RD (0010407),10407,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,359372.6853,5023368.525,45.34813962,-75.80356483,5414
18--1869,2/6/2018,7:01 PM,HWY 417 VANIER IC117R63 @ VANIER PKWY (0002101),2101,03 - At intersection,03 - P.D. only,03 - Rear end,02 - Rain,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,370799.7249,5031397.561,45.41939984,-75.65667845,5415
18--2046,2/8/2018,8:34 PM,HIGHWAY 417 btwn TRANSIT & HWY417 IC127 RAMP16 (__3ZA2SJ),__3ZA2SJ,01 - Non intersection,03 - P.D. only,04 - Sideswipe,01 - Clear,07 - Dark,02 - Wet,10 - No control,,2,0,0,0,,0,,,,,361521.2935,5024384.244,45.35710854,-75.77603078,5416
18--1687,2/2/2018,8:35 AM,RICHARDSON SIDE RD @ TERRY FOX DR (0013651),13651,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,02 - Minor,3,1,2,,,348803.086,5019506.072,45.31412702,-75.93878598,5417
18--14498,12/31/2018,11:25 AM,DALY AVE @ NICHOLAS ST (0011451),11451,02 - Intersection related,03 - P.D. only,04 - Sideswipe,01 - Clear,01 - Daylight,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,368227.7473,5032046.684,45.42547832,-75.68945533,5418
18--187,1/3/2018,5:52 PM,VIEWMOUNT DR @ MERIVALE RD (0001528),1528,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,04 - Slush,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,365194.7424,5022947.799,45.34387682,-75.72932383,5419
18--2047,2/8/2018,8:39 AM,BRONSON AVE @ COOPER ST (0005110),5110,02 - Intersection related,03 - P.D. only,03 - Rear end,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,366931.7038,5030560.224,45.41221992,-75.70620333,5420
18--1688,2/2/2018,8:37 PM,ST. LAURENT BLVD @ ST. LAURENT BLVD SERVICE (0008760),8760,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,07 - Dark,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,373496.9299,5029149.59,45.39891403,-75.62253174,5421
18--14499,12/31/2018,11:34 PM,HIGHWAY 417 btwn HWY417 IC123 RAMP62 & HWY417 IC122 RAMP16 (__3ZA2R9),__3ZA2R9,01 - Non intersection,03 - P.D. only,07 - SMV other,04 - Freezing Rain,07 - Dark,04 - Slush,10 - No control,,1,0,0,0,,0,,,,,365055.4034,5028581.401,45.39457899,-75.73041459,5422
18--1870,2/6/2018,7:16 AM,LYON ST @ FLORENCE ST (0007250),7250,03 - At intersection,03 - P.D. only,04 - Sideswipe,03 - Snow,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,367541.7131,5030428.567,45.41098089,-75.69842735,5423
18--2048,2/8/2018,8:39 AM,BROOKSTONE ST/HATHAWAY DR @ CRESTHAVEN DR (0009673),9673,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,03 - Loose snow,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,366780.4674,5015699.17,45.27851623,-75.70999753,5424
18--1689,2/2/2018,8:40 PM,KLONDIKE RD @ MARCH RD (0003096),3096,02 - Intersection related,02 - Non-fatal injury,03 - Rear end,01 - Clear,07 - Dark,02 - Wet,01 - Traffic signal,01 - Functioning,2,0,0,0,01 - Minimal,1,1,,,,349262.971,5024061.621,45.35509004,-75.93251163,5425
18--169,1/3/2018,Unknown,CEDARWOOD DR btwn WALKLEY RD & BAYCREST DR (__3ZA9YT),__3ZA9YT,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,371126.3353,5026597.203,45.37617719,-75.65315105,5426
18--1690,2/2/2018,8:46 PM,LUDLOWE ST btwn GOSNELL TER & DEMETER ST (__4TRKRL),__4TRKRL,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,07 - Dark,05 - Packed snow,10 - No control,,1,0,0,0,,0,,,,,385882.7864,5037798.337,45.47540253,-75.46292625,5427
18--1691,2/2/2018,9:15 AM,BRONSON AVE @ POWELL AVE (0007212),7212,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,367387.8788,5029477.214,45.40243467,-75.70051327,5428
18--1692,2/2/2018,9:15 AM,CARP RD @ HAZELDEAN RD (0000086),86,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,3,0,0,0,,0,,,,,348804.576,5014360.437,45.26782479,-75.93922346,5429
18--1693,2/3/2018,1:10 PM,HIGHWAY 417 btwn HWY417 IC126 RAMP51 & HWY417 IC126 RAMP25 (__3ZA2RD),__3ZA2RD,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,363242.4724,5025931.435,45.37088864,-75.75388116,5430
18--1694,2/3/2018,1:30 AM,CARLING AVE btwn DEFENSE  RESEARCH COMPLEX & RIFLE RD (__3ZA4Z6B),__3ZA4Z6B,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,07 - Dark,02 - Wet,10 - No control,,1,0,0,0,,0,,,,,353856.84,5023292.898,45.34786662,-75.87395892,5431
18--1695,2/3/2018,1:36 PM,TENTH LINE RD btwn ST. JOSEPH BLVD & OLD TENTH LINE RD (__3ZA1TE),__3ZA1TE,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,382979.7508,5038486.451,45.48192461,-75.49994165,5432
18--1696,2/3/2018,1:41 PM,KING EDWARD AVE @ ST. PATRICK ST (0002714),2714,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,368248.3529,5032822.892,45.4324605,-75.68909203,5433
18--1697,2/3/2018,1:57 PM,TENTH LINE RD btwn OLD TENTH LINE RD & TOMPKINS AVE (__3ZBPKU),__3ZBPKU,01 - Non intersection,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,3,0,0,0,,0,,,,,383080.8997,5038266.312,45.47993267,-75.49868306,5434
18--1698,2/3/2018,10:03 PM,YORK ST btwn BY WARD MARKET SQ & WILLIAM ST (__3ZA81V),__3ZA81V,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,04 - Slush,10 - No control,,2,0,0,0,,0,,,,,367965.4438,5032341.409,45.42815389,-75.69276918,5435
18--1699,2/3/2018,10:09 AM,NORTHLANDS DR btwn SACRAMENTO DR & SUNLAND DR (__3ZA5UA),__3ZA5UA,04 - At/near private drive,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,2,0,0,0,,0,,,,,384868.2441,5037150.333,45.46968948,-75.47600606,5436
18--17,1/1/2018,12:51 PM,INNES RD @ TENTH LINE RD (0004633),4633,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,06 - Ice,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,383951.7603,5036159.561,45.46087989,-75.48788467,5437
18--170,1/3/2018,Unknown,GEMINI WAY btwn CENTREPOINTE DR & TURN LANE (__4B3Z5L),__4B3Z5L,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,362201.0462,5023429.663,45.34846396,-75.7674662,5438
18--1700,2/3/2018,10:15 PM,BANK ST @ RIVERDALE AVE (0007210),7210,02 - Intersection related,03 - P.D. only,01 - Approaching,03 - Snow,07 - Dark,03 - Loose snow,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,369077.5349,5028116.986,45.39004268,-75.67910933,5439
18--1701,2/3/2018,10:32 AM,RIDEAU RD btwn BOWESVILLE RD & ALBION RD (__3ZBOY3),__3ZBOY3,01 - Non intersection,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,373449.8886,5015618.718,45.27717276,-75.62500975,5440
18--1702,2/3/2018,11:01 PM,BRONSON AVE btwn HOLMWOOD AVE & FINDLAY AVE (__3ZA3N8),__3ZA3N8,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,05 - Packed snow,10 - No control,,3,0,0,0,,0,,,,,367706.8408,5028715.447,45.39555192,-75.69653646,5441
18--1703,2/3/2018,11:07 AM,CONROY RD @ JOHNSTON RD (0011908),11908,02 - Intersection related,03 - P.D. only,07 - SMV other,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,1,0,0,0,,0,,,,,373397.8524,5026309.854,45.37337305,-75.62419178,5442
18--1704,2/3/2018,11:10 AM,GLADSTONE AVE btwn KENT ST & BANK ST (__3ZA3PA),__3ZA3PA,04 - At/near private drive,03 - P.D. only,02 - Angle,03 - Snow,01 - Daylight,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,367891.9677,5030550.027,45.41204226,-75.69393748,5443
18--1705,2/3/2018,11:27 PM,BRONSON AVE btwn OLD SUNSET BLVD & LAKESIDE AVE (__3ZA3NC),__3ZA3NC,01 - Non intersection,03 - P.D. only,03 - Rear end,03 - Snow,07 - Dark,03 - Loose snow,10 - No control,,2,0,0,0,,0,,,,,367633.3176,5028892.457,45.39715121,-75.69745288,5444
18--1706,2/3/2018,11:28 AM,MILTON RD/SABOURIN RD @ RUSSELL RD (0004219),4219,03 - At intersection,02 - Non-fatal injury,05 - Turning movement,01 - Clear,01 - Daylight,01 - Dry,02 - Stop sign,01 - Functioning,2,0,0,0,02 - Minor,3,,3,,,389748.8275,5025322.474,45.36269826,-75.415638,5445
18--1707,2/3/2018,11:35 AM,CAMPEAU DR @ TERRY FOX DR (0008211),8211,02 - Intersection related,03 - P.D. only,03 - Rear end,01 - Clear,01 - Daylight,01 - Dry,01 - Traffic signal,01 - Functioning,2,0,0,0,,0,,,,,350455.601,5019010.455,45.30956183,-75.91775659,5446
18--1708,2/3/2018,Unknown,WELLINGTON ST    W btwn MAYFAIR AVE & WESTERN AVE (__3ZA4PZ),__3ZA4PZ,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,01 - Clear,00 - Unknown,01 - Dry,10 - No control,,1,0,0,0,,0,,,,,364317.5135,5028962.011,45.39806675,-75.7397922,5447
18--1709,2/3/2018,Unknown,ROSWELL DR btwn BEATRICE DR & CLEARBROOK DR (__5A5DZH),__5A5DZH,01 - Non intersection,03 - P.D. only,06 - SMV unattended vehicle,03 - Snow,00 - Unknown,03 - Loose snow,10 - No control,,1,0,0,0,,0,,,,,365818.8515,5014838.728,45.27085813,-75.72235889,5448
18--171,1/3/2018,12:18 PM,GLADSTONE AVE @ MELROSE AVE (0006165),6165,03 - At intersection,03 - P.D. only,05 - Turning movement,01 - Clear,01 - Daylight,02 - Wet,02 - Stop sign,01 - Functioning,2,0,0,0,,0,,,,,365586.6493,5029280.253,45.40082119,-75.72354399,5449
18--1710,2/3/2018,12:09 PM,LEEDS AVE @ SHEFFIELD RD (0007680),7680,03 - At intersection,03 - P.D. only,02 - Angle,01 - Clear,01 - Daylight,01 - Dry,03 - Yield sign,01 - Functioning,2,0,0,0,,0,,,,,374862.7393,5029550.553,45.40238635,-75.60503137,5450
