Datetime,Tweet Id,Text,Username,Dates,Time,Collision,Slow,Accident,Closure,Lane Reduction,Ramp
2020-04-18 11:40:03+00:00,1.25E+18,"(NCC) Queen Elizabeth closed between Fifth and Laurier - COVID-19. From 8am to 8pm every day until Sunday, April 26. #otttraffic",Ottawa_Traffic,2020-04-18,11:40,no,no,no,yes,no,no
2020-04-18 11:40:03+00:00,1.25E+18,(NCC) Colonel By closed between Bronson and Hog's Back - construction. From 8am to 2pm today. #otttraffic,Ottawa_Traffic,2020-04-18,11:40,no,no,no,yes,yes,no
2020-04-18 10:40:03+00:00,1.25E+18,"(PSPC) Alexandra Bridge closed - construction. Follow signed detour. Pedestrians &amp; cyclists not affected. From 7am Saturday, April 18 to 7pm Sunday, April 19 (weather conditions permitting). #otttraffic",Ottawa_Traffic,2020-04-18,10:40,no,no,no,yes,no,no
2020-04-18 09:00:02+00:00,1.25E+18,(NCC) Colonel By closed between Daly and Hawthorne - construction. From 5:15am to 10am today. #otttraffic,Ottawa_Traffic,2020-04-18,9:00,no,no,no,yes,yes,no
2020-04-17 18:04:32+00:00,1.25E+18,Bank reduced to 1 lane in each direction between Echo and Wilton - COVID-19. Duration unknown. #otttraffic,Ottawa_Traffic,2020-04-17,18:04,no,no,no,no,yes,no
2020-04-17 17:55:51+00:00,1.25E+18,Byron closed between Golden and Redwood - COVID-19. Duration unknown. Access for local traffic maintained and cross-traffic permitted. #otttraffic,Ottawa_Traffic,2020-04-17,17:55,no,no,no,yes,no,no
2020-04-17 15:15:29+00:00,1.25E+18,Update: Riverside now closed between Neil and Smyth - collision. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2020-04-17,15:15,yes,no,no,yes,no,no
2020-04-17 14:42:53+00:00,1.25E+18,Riverside closed between Neil and Sarah Billings - collision. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2020-04-17,14:42,yes,no,no,yes,no,no
2020-04-17 12:55:16+00:00,1.25E+18,Update: Riverside closed from Neil to Sarah Billings - collision. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-17,12:55,yes,no,no,yes,no,no
2020-04-17 11:24:25+00:00,1.25E+18,Traffic disruptions on Rockdale  - rail crossing malfunction. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2020-04-17,11:24,no,no,no,no,no,no
2020-04-17 10:32:32+00:00,1.25E+18,Riverside N/B closed from Neil to Pleasant Park - collision. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-17,10:32,yes,no,no,yes,no,no
2020-04-17 10:31:05+00:00,1.25E+18,Traffic disruptions at Riverside &amp; Pleasant Park - traffic signals not working. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-04-17,10:31,no,yes,no,no,no,no
2020-04-17 10:30:22+00:00,1.25E+18,"Reminder: Possible traffic disruptions/delays due to COVID-19 checkpoints at following interprovincial crossings: Champlain, Chaudiere, Portage, Alexandra, Macdonald-Cartier and Cumberland-Masson Ferry. Police directing traffic. Duration unknown.",Ottawa_Traffic,2020-04-17,10:30,no,yes,no,no,no,no
2020-04-17 09:30:19+00:00,1.25E+18,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-17,9:30,no,no,no,no,yes,no
2020-04-16 22:38:03+00:00,1.25E+18,(MTO) Highway 417 Eastbound  at HARMER PEDESTRIAN OVERPASS - Disabled Vehicle. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2020-04-16,22:38,no,no,no,yes,no,no
2020-04-16 21:24:51+00:00,1.25E+18,Hunt Club E/B reduced to 1 lane from Prince of Wales to Riverside - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2020-04-16,21:24,yes,no,no,no,yes,no
2020-04-16 20:13:44+00:00,1.25E+18,Bronson S/B reduced to 1 lane from Christie to Gladstone - industrial accident. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2020-04-16,20:13,no,no,no,no,yes,no
2020-04-16 16:56:03+00:00,1.25E+18,(MTO) Highway 417 Eastbound  at PARKDALE AVE (IC 122) - Disabled Vehicle. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2020-04-16,16:56,no,no,no,yes,no,no
2020-04-16 10:30:19+00:00,1.25E+18,(MTO) 17 reduced to 1 lane with alternating traffic between Galetta Side Rd and Kinburn Side Rd - construction. From 7am to 5pm today. #otttraffic,Ottawa_Traffic,2020-04-16,10:30,no,no,no,no,yes,no
2020-04-16 09:30:18+00:00,1.25E+18,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-16,9:30,no,no,no,no,yes,no
2020-04-15 17:22:14+00:00,1.25E+18,Update: Greenbank N/B lane reduction from Fallowfield to Hunt Club - collision. OPS directing traffic. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-15,17:22,yes,no,no,no,yes,no
2020-04-15 17:07:47+00:00,1.25E+18,Greenbank N/B closed from Fallowfield to Hunt Club - collision. OPS directing traffic. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-15,17:07,yes,no,no,yes,no,no
2020-04-15 13:00:03+00:00,1.25E+18,(PSPC) Alexandra Bridge closed - construction. Follow signed detour. Pedestrians &amp; cyclists not affected. From 9:30am to 3pm today (weather conditions permitting). #otttraffic,Ottawa_Traffic,2020-04-15,13:00,no,no,no,yes,yes,no
2020-04-15 12:10:05+00:00,1.25E+18,(MTO) 17 reduced to 1 lane with alternating traffic between Galetta Side Rd and Kinburn Side Rd - construction. From 7am to 5pm today. #otttraffic,Ottawa_Traffic,2020-04-15,12:10,no,no,no,no,yes,no
2020-04-15 11:20:04+00:00,1.25E+18,(MTO) 417 E/B reduced to 1 lane between Walkley and Hunt Club - construction. From 6am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-15,11:20,no,no,no,no,yes,no
2020-04-15 10:30:22+00:00,1.25E+18,"Reminder: Possible traffic disruptions/delays due to COVID-19 checkpoints at following interprovincial crossings: Champlain, Chaudiere, Portage, Alexandra, Macdonald-Cartier and Cumberland-Masson Ferry. Police directing traffic. Duration unknown.",Ottawa_Traffic,2020-04-15,10:30,no,yes,no,no,no,no
2020-04-14 13:30:13+00:00,1.25E+18,(MTO) 417 E/B reduced to 2 lanes between Maitland and Clyde - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-14,13:30,no,no,no,no,yes,no
2020-04-14 12:30:07+00:00,1.25E+18,(MTO) 17 reduced to 1 lane with alternating traffic between Galetta Side Rd and Kinburn Side Rd - construction. From 7am to 5pm today. #otttraffic,Ottawa_Traffic,2020-04-14,12:30,no,no,no,no,yes,no
2020-04-13 22:40:02+00:00,1.25E+18,"Ramp closed from Montreal Rd E/B to 174 E/B - construction. From 7pm Monday, April 13 to 5am Tuesday, April 14. #otttraffic",Ottawa_Traffic,2020-04-13,22:40,no,no,no,yes,yes,yes
2020-04-11 10:40:03+00:00,1.25E+18,"(PSPC) Alexandra Bridge closed - construction. Follow signed detour. Pedestrians &amp; cyclists not affected. From 7am Saturday, April 11 to 7pm Sunday, April 12 (weather conditions permitting). #otttraffic",Ottawa_Traffic,2020-04-11,10:40,no,no,no,yes,no,no
2020-04-10 15:30:46+00:00,1.25E+18,Greenview Ave closed from Carling Ave to Britannia Park - COVID-19. Duration unknown. Access for local traffic maintained between Carling Ave and Don St. #otttraffic,Ottawa_Traffic,2020-04-10,15:30,no,no,no,yes,no,no
2020-04-09 13:40:05+00:00,1.25E+18,(MTO) 17 reduced to 1 lane with alternating traffic between Galetta Side Rd and Kinburn Side Rd - construction. From 7am to 5pm today. #otttraffic,Ottawa_Traffic,2020-04-09,13:40,no,no,no,no,yes,no
2020-04-09 13:00:03+00:00,1.25E+18,174 E/B reduced to 1 lane at Montreal Rd - construction. From 9:30am to 1:30pm today. #otttraffic,Ottawa_Traffic,2020-04-09,13:00,no,no,no,no,yes,no
2020-04-09 03:18:05+00:00,1.25E+18,(MTO) Highway 417 Westbound  at PARKDALE AVE (IC 122) - Disabled Vehicle. 2 right lanes and right shoulder blocked.,Ottawa_Traffic,2020-04-09,3:18,no,no,no,yes,no,no
2020-04-09 02:40:12+00:00,1.25E+18,(MTO) Highway 417 Westbound  at PARKDALE AVE (IC 122) - Disabled Vehicle. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2020-04-09,2:40,no,no,no,yes,no,no
2020-04-08 13:40:02+00:00,1.25E+18,(NCC) Colonel By reduced to 1 lane with alternating traffic near Dow's Lake - construction. Flagpersons present. From 10am to noon today. #otttraffic,Ottawa_Traffic,2020-04-08,13:40,no,no,no,no,yes,no
2020-04-08 12:06:53+00:00,1.25E+18,Update: Carling E/B reduced to 1 lane from Churchill to 417 - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-04-08,12:06,yes,yes,no,no,yes,no
2020-04-08 11:40:04+00:00,1.25E+18,(MTO) 417 E/B reduced to 1 lane between Metcalfe and Nicholas - construction. From 8am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-08,11:40,no,no,no,no,yes,no
2020-04-08 11:37:28+00:00,1.25E+18,Carling E/B reduced to 2 lanes from Churchill to 417 - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-04-08,11:37,yes,yes,no,no,yes,no
2020-04-08 10:40:03+00:00,1.25E+18,(NCC) Queen Elizabeth reduced to 1 lane with alternating traffic at Fifth - construction. Flagpersons present. From 7am to 10am today. #otttraffic,Ottawa_Traffic,2020-04-08,10:40,no,no,no,no,yes,no
2020-04-08 04:40:02+00:00,1.25E+18,"Ramp closed from Montreal Rd E/B to 174 E/B -construction. From 1am to 4am Wednesday, April 8. #otttraffic",Ottawa_Traffic,2020-04-08,4:40,no,no,no,yes,yes,yes
2020-04-08 01:40:02+00:00,1.25E+18,"Ramp closed from St-Joseph W/B to 174 W/B - construction. Follow signed detour. From 10pm Tuesday, April 7 to 5am Wednesday, April 8. #otttraffic",Ottawa_Traffic,2020-04-08,1:40,no,no,no,yes,yes,yes
2020-04-08 00:25:52+00:00,1.25E+18,Update: Merivale now reduced to 1 lane in each direction between Carling and Thames - structural fire. Duration unknown. #otttraffic,Ottawa_Traffic,2020-04-08,0:25,no,no,yes,no,yes,no
2020-04-07 21:13:24+00:00,1.25E+18,Merivale closed from Carling to Leaside - structural fire. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-07,21:13,no,no,yes,yes,no,no
2020-04-07 13:30:11+00:00,1.25E+18,(MTO) 417 E/B lane reduction at Innes - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-07,13:30,no,no,no,no,yes,no
2020-04-07 11:30:06+00:00,1.25E+18,(MTO) 417 W/B lane reductions between Vanier Pkwy and Nicholas - construction. From 8am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-07,11:30,no,no,no,no,yes,no
2020-04-07 06:26:52+00:00,1.25E+18,Innes closed from Orient to Eastpark - collision. OPS directing traffic. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-07,6:26,yes,no,no,yes,no,no
2020-04-07 01:40:03+00:00,1.25E+18,"Ramp closed from St-Joseph W/B to 174 W/B - construction. Follow signed detour. From 10pm Monday, April 6 to 5am Tuesday, April 7. #otttraffic",Ottawa_Traffic,2020-04-07,1:40,no,no,no,yes,yes,yes
2020-04-06 13:30:12+00:00,1.25E+18,(MTO) 417 E/B lane reduction at Innes - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-04-06,13:30,no,no,no,no,yes,no
2020-04-06 10:32:55+00:00,1.25E+18,Traffic disruptions at Hazeldean &amp; Huntmar - traffic signals not working. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-04-06,10:32,no,yes,no,no,no,no
2020-04-06 10:30:21+00:00,1.25E+18,"Reminder: Possible traffic disruptions/delays due to COVID-19 checkpoints at following interprovincial crossings: Champlain, Chaudiere, Portage, Alexandra, Macdonald-Cartier and Cumberland-Masson Ferry. Police directing traffic. Duration unknown.",Ottawa_Traffic,2020-04-06,10:30,no,yes,no,no,no,no
2020-04-05 13:10:06+00:00,1.25E+18,#OttTraffic UPDATE: section of Highway 174 closed westbound between Trim Road and Tenth Line Road is now OPEN! Thank you for your patience.,Ottawa_Traffic,2020-04-05,13:10,no,no,no,yes,no,no
2020-04-05 02:40:03+00:00,1.25E+18,"174 W/B closed from Trim to Tenth Line - construction. Follow signed detour. From 11pm Saturday, April 4 to 9am Sunday, April 5. #otttraffic",Ottawa_Traffic,2020-04-05,2:40,no,no,no,yes,no,no
2020-04-04 10:40:03+00:00,1.25E+18,"(PSPC) Alexandra Bridge closed - construction. Follow signed detour. Pedestrians &amp; cyclists not affected. From 7am Saturday, April 4 to 7pm Sunday, April 5 (weather conditions permitting). #otttraffic",Ottawa_Traffic,2020-04-04,10:40,no,no,no,yes,no,no
2020-04-04 02:10:03+00:00,1.25E+18,(MTO) Highway 417 Westbound  at NICHOLAS (IC 118)/MANN AVE - Police Investigation. 2 right lanes and right shoulder blocked.,Ottawa_Traffic,2020-04-04,2:10,no,no,no,yes,no,no
2020-04-03 20:27:33+00:00,1.25E+18,King Edward S/B reduced to 1 lane from Sussex to Union - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-04-03,20:27,yes,yes,no,no,yes,no
2020-04-03 12:40:02+00:00,1.25E+18,(PSPC) Alexandra Bridge N/B periodically closed - construction. Follow signed detour. Pedestrians &amp; cyclists not affected. From 9am to 3pm today (weather conditions permitting). #otttraffic,Ottawa_Traffic,2020-04-03,12:40,no,no,no,yes,yes,no
2020-04-02 21:57:43+00:00,1.25E+18,Riverside closed from Neil to Pleasant Park  - collision. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-02,21:57,yes,no,no,yes,no,no
2020-04-02 17:08:04+00:00,1.25E+18,(MTO) Highway 417 Westbound  at CLYDE AVE - Disabled Vehicle. right lane and right shoulder blocked.,Ottawa_Traffic,2020-04-02,17:08,no,no,no,yes,no,no
2020-04-02 14:52:39+00:00,1.25E+18,Sir George Etienne Cartier Pkwy closed from St. Joseph Blvd to Aviation Pkwy - collision. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-04-02,14:52,yes,no,no,yes,no,no
2020-04-02 10:30:20+00:00,1.25E+18,"Reminder: Possible traffic disruptions/delays due to COVID-19 checkpoints at following interprovincial crossings: Champlain, Chaudiere, Portage, Alexandra, Macdonald-Cartier and Cumberland-Masson Ferry. SPVG &amp; SQ directing traffic. Duration unknown.",Ottawa_Traffic,2020-04-02,10:30,no,yes,no,no,no,no
2020-04-01 20:02:48+00:00,1.25E+18,"Possible traffic disruptions/delays due to COVID-19 checkpoints at following interprovincial crossings: Champlain, Chaudiere, Portage, Alexandra, Macdonald-Cartier, and Cumberland-Masson Ferry. SPVG &amp; SQ directing traffic. Duration unknown.",Ottawa_Traffic,2020-04-01,20:02,no,yes,no,no,no,no
2020-04-01 14:08:57+00:00,1.25E+18,McArthur closed from Marguerite to North River - broken watermain. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2020-04-01,14:08,no,no,yes,yes,no,no
2020-03-31 17:40:03+00:00,1.25E+18,(NCC) Queen Elizabeth periodically reduced to 1 lane with alternating traffic at Fifth - Construction. Flagpersons present. From 2pm to 5pm today. #otttraffic,Ottawa_Traffic,2020-03-31,17:40,no,no,no,no,yes,no
2020-03-31 12:00:02+00:00,1.24E+18,174 W/B reduced to 1 lane at Trim - construction. From 8:30am to 3pm today. #otttraffic,Ottawa_Traffic,2020-03-31,12:00,no,no,no,no,yes,no
2020-03-31 11:24:57+00:00,1.24E+18,King Edward N/B reduced to 1 lane from Daly to Besserer and Besserer E/B closed from King Edward to Nelson - construction. Duration unknown. #otttraffic,Ottawa_Traffic,2020-03-31,11:24,no,no,no,yes,yes,no
2020-03-31 10:00:03+00:00,1.24E+18,(NCC) Colonel By closed from Hawthorne to Daly - Construction. From 6:30am to 2pm today. #otttraffic,Ottawa_Traffic,2020-03-31,10:00,no,no,no,yes,yes,no
2020-03-30 15:23:18+00:00,1.24E+18,Update: Gladstone lane reduction in each direction between Rochester &amp; Booth - collision. Duration unknown. #otttraffic,Ottawa_Traffic,2020-03-30,15:23,yes,no,no,no,yes,no
2020-03-30 14:59:18+00:00,1.24E+18,Gladstone closed in each direction between Rochester &amp; Booth - collision. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-03-30,14:59,yes,no,no,yes,no,no
2020-03-30 10:52:03+00:00,1.24E+18,(MTO) Highway 417 Eastbound Off-ramp at TERRY FOX DR (IC 140) - Vehicle Fire. All lanes blocked.,Ottawa_Traffic,2020-03-30,10:52,no,no,no,yes,no,yes
2020-03-30 10:00:03+00:00,1.24E+18,"Elgin N/B closed from Catherine to Nepean - construction. Follow signed detour. From Monday, March 30 to Friday, July 24. #otttraffic",Ottawa_Traffic,2020-03-30,10:00,no,no,no,yes,no,no
2020-03-28 22:34:03+00:00,1.24E+18,(MTO) Highway 417 Eastbound  at NICHOLAS (IC 118)/MANN AVE - Collision. right lane blocked.,Ottawa_Traffic,2020-03-28,22:34,yes,no,no,yes,no,no
2020-03-28 22:28:03+00:00,1.24E+18,(MTO) Highway 417 Eastbound  at NICHOLAS (IC 118)/MANN AVE - Collision. 2 right lanes blocked.,Ottawa_Traffic,2020-03-28,22:28,yes,no,no,yes,no,no
2020-03-27 22:04:19+00:00,1.24E+18,Roberston E/B closed at Moodie - collision. OPS directing traffic. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-03-27,22:04,yes,no,no,yes,no,no
2020-03-27 22:02:45+00:00,1.24E+18,Moodie N/B closed at Robertson - collision. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-03-27,22:02,yes,no,no,yes,no,no
2020-03-27 12:40:03+00:00,1.24E+18,174 periodic lane reductions in each direction from Jeanne D'Arc to 417 - maintenance. From 9am to 3pm today. #otttraffic,Ottawa_Traffic,2020-03-27,12:40,no,no,no,no,yes,no
2020-03-27 10:50:05+00:00,1.24E+18,Montreal Rd E/B reduced to 1 lane from Den Haag to LeBoutillier - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-27,10:50,yes,yes,no,no,yes,no
2020-03-27 10:19:06+00:00,1.24E+18,Gladstone traffic disruptions at Rochester - traffic signals not working. OPS directing traffic. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-27,10:19,no,yes,no,no,no,no
2020-03-24 21:48:40+00:00,1.24E+18,Hunt Club W/B reduced to 1 lane at Woodroffe - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-24,21:48,yes,yes,no,no,yes,no
2020-03-24 21:47:06+00:00,1.24E+18,Woodroffe reduced to 1 lane in each direction at Hunt Club - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-24,21:47,yes,yes,no,no,yes,no
2020-03-24 20:08:03+00:00,1.24E+18,(MTO) Highway 417 Eastbound Off-ramp at BRONSON AVE (IC 121A) - Disabled Vehicle. lane and right shoulder blocked.,Ottawa_Traffic,2020-03-24,20:08,no,no,no,yes,no,yes
2020-03-24 13:30:12+00:00,1.24E+18,(MTO) 417 W/B lane reduction at Palladium Dr - maintenance. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-03-24,13:30,no,no,no,no,yes,no
2020-03-24 13:00:37+00:00,1.24E+18,WALLER N/B closed from BESSERER to RIDEAU - unplanned construction. #otttraffic,Ottawa_Traffic,2020-03-24,13:00,no,no,no,yes,no,no
2020-03-23 23:24:10+00:00,1.24E+18,174 E/B reduced to 1 lane from Jeanne d・EEE・EEEArc  to Champlain - construction. Until 6am tomorrow March 24. #otttraffic,Ottawa_Traffic,2020-03-23,23:24,no,no,no,no,yes,no
2020-03-23 13:30:14+00:00,1.24E+18,(MTO) 417 W/B lane reduction at Palladium Dr - maintenance. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2020-03-23,13:30,no,no,no,no,yes,no
2020-03-23 12:37:37+00:00,1.24E+18,Borthwick closed from Quebec St to Burn St - broken watermain. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2020-03-23,12:37,no,no,yes,yes,no,no
2020-03-22 13:15:11+00:00,1.24E+18,#OttTraffic UPDATE: section of Highway 174 closed between Champlain Street and Tenth Line Road is now OPEN! Thank you for your patience.,Ottawa_Traffic,2020-03-22,13:15,no,no,no,yes,no,no
2020-03-21 12:10:59+00:00,1.24E+18,(MTO) 417 E/B reduced to 1 lane between Hunt Club and Anderson - construction. Until noon today. #otttraffic,Ottawa_Traffic,2020-03-21,12:10,no,no,no,no,yes,no
2020-03-20 23:06:03+00:00,1.24E+18,(MTO) Highway 417 Eastbound  at BRONSON AVE (IC 121A) - Other. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2020-03-20,23:06,no,no,no,yes,no,no
2020-03-20 21:01:55+00:00,1.24E+18,Gladstone closed from Lyon to Bay - police activity. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-03-20,21:01,no,no,no,yes,no,no
2020-03-20 19:38:54+00:00,1.24E+18,Merivale traffic disruptions at Enterprise - traffic signals not working. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-20,19:38,no,yes,no,no,no,no
2020-03-20 18:42:02+00:00,1.24E+18,(MTO) Highway 417 Eastbound  at ROCHESTER (IC 121B ) - Disabled Vehicle. left shoulder and 1 left lane blocked.,Ottawa_Traffic,2020-03-20,18:42,no,no,no,yes,no,no
2020-03-20 18:08:14+00:00,1.24E+18,St-Joseph reduced to 1 lane in each direction from Sir George-ﾃ・EEEtienne Cartier Pkwy to Hart - emergency repairs. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-20,18:08,no,yes,no,no,yes,no
2020-03-19 22:12:28+00:00,1.24E+18,St-Laurent S/B reduced to 1 lane at Queen Mary - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-19,22:12,yes,yes,no,no,yes,no
2020-03-19 19:26:34+00:00,1.24E+18,Murray closed from Cumberland to King Edward - police activity. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-03-19,19:26,no,no,no,yes,no,no
2020-03-18 17:07:56+00:00,1.24E+18,Update: Castlefrank has reopened - Torcastle is closed at Castlefrank - structural fire. OPS directing traffic. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-03-18,17:07,no,no,yes,yes,no,no
2020-03-18 15:53:06+00:00,1.24E+18,Castlefrank closed from Stokes to Sheldrake - structural fire. OPS directing traffic. Duration unknown. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2020-03-18,15:53,no,no,yes,yes,no,no
2020-03-18 09:22:03+00:00,1.24E+18,(MTO) Highway 417 Westbound  from PALLADIUM DR (IC 142) to PALLADIUM DR (IC 142) - Collision. left shoulder and left lane blocked.,Ottawa_Traffic,2020-03-18,9:22,yes,no,no,yes,no,no
2020-03-18 08:48:03+00:00,1.24E+18,(MTO) Highway 417 Westbound  from PALLADIUM DR (IC 142) to PALLADIUM DR (IC 142) - Collision. left shoulder and 2 left lanes blocked.,Ottawa_Traffic,2020-03-18,8:48,yes,no,no,yes,no,no
2020-03-17 23:40:02+00:00,1.24E+18,"174 E/B lane reduction from Blair to Montreal/St-Joseph - construction. From 8pm Tuesday, March 17 to 6am Wednesday, March 18. #otttraffic",Ottawa_Traffic,2020-03-17,23:40,no,no,no,no,yes,no
2020-03-17 21:36:02+00:00,1.24E+18,(MTO) Highway 417 Eastbound  at NICHOLAS (IC 118)/MANN AVE - Collision. 3 lanes and right shoulder blocked.,Ottawa_Traffic,2020-03-17,21:36,yes,no,no,yes,no,no
2020-03-17 21:00:49+00:00,1.24E+18,Bronson N/B lane reduction at Sunnyside - disabled vehicle. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-17,21:00,no,yes,no,no,yes,no
2020-03-17 12:43:36+00:00,1.24E+18,King Edward S/B reduced to 1 lane from Clarence to York - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-17,12:43,yes,yes,no,no,yes,no
2020-03-17 12:20:02+00:00,1.24E+18,(MTO) Highway 417 Eastbound  at PARKDALE AVE (IC 122) - Collision. 1 right lane blocked.,Ottawa_Traffic,2020-03-17,12:20,yes,no,no,yes,no,no
2020-03-17 11:34:03+00:00,1.24E+18,(MTO) Highway 417 Westbound  at BRONSON AVE (IC 121A) - Collision. 2 right lanes blocked.,Ottawa_Traffic,2020-03-17,11:34,yes,no,no,yes,no,no
2020-03-17 11:12:03+00:00,1.24E+18,(MTO) Highway 417 Westbound  at BRONSON AVE (IC 121A) - Collision. 1 right lane blocked.,Ottawa_Traffic,2020-03-17,11:12,yes,no,no,yes,no,no
2020-03-17 10:58:03+00:00,1.24E+18,(MTO) Highway 416 Southbound  at FALLOWFIELD (IC 66) - Collision. right lane and right shoulder blocked.,Ottawa_Traffic,2020-03-17,10:58,yes,no,no,yes,no,no
2020-03-17 10:46:03+00:00,1.24E+18,(MTO) Highway 416 Northbound  at FALLOWFIELD (IC 66) - Collision. right lane and right shoulder closed.,Ottawa_Traffic,2020-03-17,10:46,yes,no,no,yes,no,no
2020-03-17 10:28:03+00:00,1.24E+18,(MTO) Highway 417 Westbound  at ISLAND PARK DR W/B (IC 123) - Collision. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2020-03-17,10:28,yes,no,no,yes,no,no
2020-03-17 09:56:02+00:00,1.24E+18,(MTO) Highway 416 Northbound  at FALLOWFIELD (IC 66) - Collision. right lane and right shoulder blocked.,Ottawa_Traffic,2020-03-17,9:56,yes,no,no,yes,no,no
2020-03-17 09:36:03+00:00,1.24E+18,(MTO) Highway 417 Westbound  at ISLAND PARK DR W/B (IC 123) - Collision. both shoulders and 2 lanes blocked.,Ottawa_Traffic,2020-03-17,9:36,yes,no,no,yes,no,no
2020-03-16 20:43:34+00:00,1.24E+18,Ogilvie W/B reduced to 1 lane at Blair - collision. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2020-03-16,20:43,yes,yes,no,no,yes,no
2020-03-16 13:43:57+00:00,1.24E+18,Metcalfe reduced to 1 lane from Cooper to Gloucester - structural fire. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2020-03-16,13:43,no,no,yes,no,yes,no
2020-03-16 13:09:40+00:00,1.24E+18,Blair closed from Dunham to Claver - broken watermain. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2020-03-16,13:09,no,no,yes,yes,no,no
2020-03-15 20:50:03+00:00,1.24E+18,(MTO) Highway 417 Eastbound On-ramp at ST. LAURENT BLVD (IC 115) - Disabled Vehicle. lane and right shoulder blocked.,Ottawa_Traffic,2020-03-15,20:50,no,no,no,yes,no,yes
2020-03-15 14:09:52+00:00,1.24E+18,Ramp now open from Isabella E/B to 417 E/B. #otttraffic,Ottawa_Traffic,2020-03-15,14:09,no,no,no,no,no,yes
2020-03-15 14:01:32+00:00,1.24E+18,#OttTraffic UPDATE: section of Highway 417 closed for the replacement of the Nicholas Street underpass is now OPEN! Thank you for your patience.,Ottawa_Traffic,2020-03-15,14:01,no,no,no,yes,no,no
2020-03-15 13:59:15+00:00,1.24E+18,Ramp now open from Nicholas S/B to 417 E/B. #otttraffic,Ottawa_Traffic,2020-03-15,13:59,no,no,no,no,no,yes
