Datetime,Tweet Id,Text,Username,Dates,Time,Type,Slow,Accident,Closure,Lane Reduction,Ramp
2021-03-24 12:00:03+00:00,1374692483804856321,"(PSPC) Chaudiere Crossing reduced to 1 lane with alternating traffic - construction. Flagpersons present. From 9am to 3pm weekdays until Friday, April 9. #otttraffic",Ottawa_Traffic,2021-03-24,12:00:03,,,,,Lane Reduction,
2021-03-24 00:40:03+00:00,1374521356428009477,"Ramp closed between Tenth Line/St-Joseph and 174 E/B - construction. From 9pm Tuesday, March 23 to 5:30am Wednesday, March 24. #otttraffic",Ottawa_Traffic,2021-03-24,00:40:03,,,,Closure,,Ramp
2021-03-24 00:40:02+00:00,1374521354372804620,"174 W/B reduced to 1 lane between Tenth Line and Champlain/Place d'Orleans - construction. From 9pm Tuesday, March 23 to 5:30am Wednesday, March 24. #otttraffic",Ottawa_Traffic,2021-03-24,00:40:02,,,,,Lane Reduction,
2021-03-24 00:20:04+00:00,1374516325909860356,"Ramp closed between 174 W/B and Champlain/Place d'Orleans - construction. From 9pm Tuesday, March 23 to 5:30am Wednesday, March 24. #otttraffic",Ottawa_Traffic,2021-03-24,00:20:04,,,,Closure,,Ramp
2021-03-24 00:20:03+00:00,1374516323829436417,"Ramp closed between Tenth Line S/B and 174 W/B - construction. From 9pm Tuesday, March 23 to 5:30am Wednesday, March 24. #otttraffic",Ottawa_Traffic,2021-03-24,00:20:03,,,,Closure,,Ramp
2021-03-24 00:00:03+00:00,1374511290731749391,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Tuesday, March 23 to 5:30am Wednesday, March 24. #otttraffic",Ottawa_Traffic,2021-03-24,00:00:03,,,,Closure,,Ramp
2021-03-23 18:27:38+00:00,1374427633958580232,174 W/B reduced to 1 lane between Sir George-Etienne Cartier and Montreal/St-Joseph - emergency repairs. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-23,18:27:38,,,,,Lane Reduction,
2021-03-23 12:20:03+00:00,1374335130911830016,(PSPC) Chaudiere Crossing reduced to 1 lane with alternating traffic - construction. Flagpersons present. From 9am to 12:30pm today. #otttraffic,Ottawa_Traffic,2021-03-23,12:20:03,,,,,Lane Reduction,
2021-03-23 00:40:03+00:00,1374158967824338946,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Monday, March 22 to 5:30am Tuesday, March 23. #otttraffic",Ottawa_Traffic,2021-03-23,00:40:03,,,,Closure,,Ramp
2021-03-23 00:20:02+00:00,1374153932684070924,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Monday, March 22 to 5:30am Tuesday, March 23. #otttraffic",Ottawa_Traffic,2021-03-23,00:20:02,,,,Closure,,Ramp
2021-03-22 13:30:10+00:00,1373990386096603137,(MTO) 417 W/B  periodically reduced to 2 lanes between Palladium and Carp - Maintenance. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-03-22,13:30:10,,,,,Lane Reduction,
2021-03-21 21:34:48+00:00,1373749962916397058,Jockvale traffic disruptions from Tartan to Weybridge - rail crossing malfunction. Duration unknown. @BarrhavenJan #otttraffic,Ottawa_Traffic,2021-03-21,21:34:48,,,,,,
2021-03-21 10:00:03+00:00,1373575121479274497,(PSPC) Alexandra Bridge biking lanes closed - construction. Cyclists must walk with bikes. From 7am to 8am today. #otttraffic,Ottawa_Traffic,2021-03-21,10:00:03,,,,Closure,,
2021-03-20 16:59:19+00:00,1373318244375887879,Kirkwood N/B closed from Merivale to Chatelain - emergency repairs. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-20,16:59:19,,,,Closure,,
2021-03-20 16:30:08+00:00,1373310902997549058,"Flora closed between Bank and Kent for COVID-19 economic recovery. From 1:30pm Saturday, March 20 to 10pm Sunday, March 21. #otttraffic",Ottawa_Traffic,2021-03-20,16:30:08,,,,Closure,Lane Reduction,
2021-03-20 00:40:03+00:00,1373071804844105745,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Friday, March 19 to 5:30am Saturday, March 20. #otttraffic",Ottawa_Traffic,2021-03-20,00:40:03,,,,Closure,,Ramp
2021-03-20 00:20:02+00:00,1373066768982409218,"Ramp closed between Jeanne d'Arc S/B and 174 E/B - construction. From 9pm Friday, March 19 to 5:30am Saturday, March 20. #otttraffic",Ottawa_Traffic,2021-03-20,00:20:02,,,,Closure,,Ramp
2021-03-19 21:28:58+00:00,1373023717840814081,Campeau W/B closed at Terry Fox - collision. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-19,21:28:58,Collision,,,Closure,,
2021-03-19 21:27:20+00:00,1373023306442489863,Terry Fox N/B closed at Campeau - collision. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-19,21:27:20,Collision,,,Closure,,
2021-03-19 20:42:36+00:00,1373012050176270340,Merivale N/B reduced to 1 lane between Roydon/Woodfield and Colonnade - unknown cause. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2021-03-19,20:42:36,,Slow,,,Lane Reduction,
2021-03-19 19:54:03+00:00,1372999831220813831,(MTO) Incident Cleared: Highway 417 Westbound  at MAITLAND AVE (IC 126),Ottawa_Traffic,2021-03-19,19:54:03,,,,,,
2021-03-19 19:46:03+00:00,1372997816587534347,(MTO) Highway 417 Westbound  at MAITLAND AVE (IC 126) - Collision. left shoulder and left lane blocked.,Ottawa_Traffic,2021-03-19,19:46:03,Collision,,,Closure,,
2021-03-19 19:42:05+00:00,1372996819333087235,(MTO) Incident Cleared: Highway 417 Westbound  at WOODROFFE AVE (IC 127),Ottawa_Traffic,2021-03-19,19:42:05,,,,,,
2021-03-19 19:24:03+00:00,1372992281347756039,(MTO) Highway 417 Westbound  at WOODROFFE AVE (IC 127) - Collision. left shoulder and 2 left lanes blocked.,Ottawa_Traffic,2021-03-19,19:24:03,Collision,,,Closure,,
2021-03-19 13:30:09+00:00,1372903220415201300,(MTO) Ramp lane reduction between Holly Acres and 417 W/B - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-03-19,13:30:09,,,,,Lane Reduction,Ramp
2021-03-19 12:40:02+00:00,1372890608105369607,(NCC) Sir John A Macdonald E/B reduced to 1 lane between Island Park and Parkdale - construction. From 9am to 3pm today. #otttraffic,Ottawa_Traffic,2021-03-19,12:40:02,,,,,Lane Reduction,
2021-03-19 00:40:03+00:00,1372709415703433216,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Thursday, March 18 to 5:30am Friday, March 19. #otttraffic",Ottawa_Traffic,2021-03-19,00:40:03,,,,Closure,,Ramp
2021-03-19 00:20:02+00:00,1372704381863399427,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Thursday, March 18 to 5:30am Friday, March 19. #otttraffic",Ottawa_Traffic,2021-03-19,00:20:02,,,,Closure,,Ramp
2021-03-18 20:46:03+00:00,1372650527490719748,(MTO) Incident Cleared: Highway 417 Westbound  at MAITLAND AVE (IC 126),Ottawa_Traffic,2021-03-18,20:46:03,,,,,,
2021-03-18 20:22:03+00:00,1372644489383268363,(MTO) Incident Cleared: Highway 417 Eastbound  at CARLING AVE / KIRKWOOD AVE (IC 124),Ottawa_Traffic,2021-03-18,20:22:03,,,,,,
2021-03-18 20:16:03+00:00,1372642979295399939,(MTO) Highway 417 Eastbound  at CARLING AVE / KIRKWOOD AVE (IC 124) - Collision. left shoulder and 1 left lane blocked.,Ottawa_Traffic,2021-03-18,20:16:03,Collision,,,Closure,,
2021-03-18 19:36:03+00:00,1372632913733378050,(MTO) Highway 417 Westbound  at MAITLAND AVE (IC 126) - Collision. left shoulder and 1 left lane blocked.,Ottawa_Traffic,2021-03-18,19:36:03,Collision,,,Closure,,
2021-03-18 14:28:04+00:00,1372555406623571973,(MTO) Incident Cleared: Highway 417 Eastbound On-ramp at Highway 7 (IC 145),Ottawa_Traffic,2021-03-18,14:28:04,,,,,,Ramp
2021-03-18 10:46:02+00:00,1372499532227956741,(MTO) Highway 417 Eastbound On-ramp at Highway 7 (IC 145) - Disabled Vehicle. 2 lanes blocked.,Ottawa_Traffic,2021-03-18,10:46:02,,,,Closure,,Ramp
2021-03-18 00:40:03+00:00,1372347029305884677,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Wednesday, March 17 to 5:30am Thursday, March 18. #otttraffic",Ottawa_Traffic,2021-03-18,00:40:03,,,,Closure,,Ramp
2021-03-18 00:20:03+00:00,1372341994727600129,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Wednesday, March 17 to 5:30am Thursday, March 18. #otttraffic",Ottawa_Traffic,2021-03-18,00:20:03,,,,Closure,,Ramp
2021-03-17 21:01:41+00:00,1372292074389770245,Riverside N/B reduced to 1 lane from River Rd to Hunt Club - collision. OPS directing traffic. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2021-03-17,21:01:41,Collision,Slow,,,Lane Reduction,
2021-03-17 19:46:51+00:00,1372273245097967616,Merivale N/B reduced to 1 lane from Colonnade to Viewmount - collision. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-17,19:46:51,Collision,,,,Lane Reduction,
2021-03-17 16:19:56+00:00,1372221170175639553,Strandherd E/B reduced to 1 lane at Maravista - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-03-17,16:19:56,Collision,,,,Lane Reduction,
2021-03-17 12:01:19+00:00,1372156089769328641,174 W/B reduced to 1 lane from Trim to Tenth Line - collision. OPS directing traffic. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2021-03-17,12:01:19,Collision,Slow,,,Lane Reduction,
2021-03-17 00:40:03+00:00,1371984639955456000,"174 W/B lane reduction between Quigley Hill and Trim - construction. From 9pm Tuesday, March 16 to 5:30am Wednesday, March 17. #otttraffic",Ottawa_Traffic,2021-03-17,00:40:03,,,,,Lane Reduction,
2021-03-17 00:40:02+00:00,1371984638474907651,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Tuesday, March 16 to 5:30am Wednesday, March 17. #otttraffic",Ottawa_Traffic,2021-03-17,00:40:02,,,,Closure,,Ramp
2021-03-17 00:20:03+00:00,1371979607394676736,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Tuesday, March 16 to 5:30am Wednesday, March 17. #otttraffic",Ottawa_Traffic,2021-03-17,00:20:03,,,,Closure,,Ramp
2021-03-17 00:20:02+00:00,1371979605662392322,"Ramp closed between Jeanne d'Arc S/B and 174 E/B - construction. From 9pm Tuesday, March 16 to 5:30am Wednesday, March 17. #otttraffic",Ottawa_Traffic,2021-03-17,00:20:02,,,,Closure,,Ramp
2021-03-16 13:28:03+00:00,1371815528998780933,(MTO) Incident Cleared: Highway 417 Eastbound  at BOUNDARY (IC 96) (CR 41),Ottawa_Traffic,2021-03-16,13:28:03,,,,,,
2021-03-16 11:48:03+00:00,1371790360389812224,(MTO) Highway 417 Eastbound  at BOUNDARY (IC 96) (CR 41) - Collision. left shoulder and left lane blocked.,Ottawa_Traffic,2021-03-16,11:48:03,Collision,,,Closure,,
2021-03-16 01:28:03+00:00,1371634332419420161,(MTO) Incident Cleared: Highway 417 Eastbound  at ROCHESTER (IC 121B ),Ottawa_Traffic,2021-03-16,01:28:03,,,,,,
2021-03-16 01:26:03+00:00,1371633828683522048,(MTO) Highway 417 Eastbound  at ROCHESTER (IC 121B ) - Disabled Vehicle. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2021-03-16,01:26:03,,,,Closure,,
2021-03-16 00:40:03+00:00,1371622252123455488,"174 W/B lane reduction between Quigley Hill and Trim - construction. From 9pm Monday, March 15 to 5:30am Tuesday, March 16. #otttraffic",Ottawa_Traffic,2021-03-16,00:40:03,,,,,Lane Reduction,
2021-03-16 00:40:02+00:00,1371622250546405376,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Monday, March 15 to 5:30am Tuesday, March 16. #otttraffic",Ottawa_Traffic,2021-03-16,00:40:02,,,,Closure,,Ramp
2021-03-16 00:20:03+00:00,1371617219512258563,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Monday, March 15 to 5:30am Tuesday, March 16. #otttraffic",Ottawa_Traffic,2021-03-16,00:20:03,,,,Closure,,Ramp
2021-03-16 00:20:02+00:00,1371617217796792323,"Ramp closed between Jeanne d'Arc S/B and 174 E/B - construction. From 9pm Monday, March 15 to 5:30am Tuesday, March 16. #otttraffic",Ottawa_Traffic,2021-03-16,00:20:02,,,,Closure,,Ramp
2021-03-15 23:56:03+00:00,1371611181459374080,(MTO) Incident Cleared: Highway 417 Westbound  at BRONSON AVE (IC 121A),Ottawa_Traffic,2021-03-15,23:56:03,,,,,,
2021-03-15 23:42:03+00:00,1371607657933647880,(MTO) Highway 417 Westbound  at BRONSON AVE (IC 121A) - Disabled Vehicle. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2021-03-15,23:42:03,,,,Closure,,
2021-03-15 23:02:03+00:00,1371597590664519681,(MTO) Incident Cleared: Highway 417 Westbound  at ISLAND PARK DR W/B (IC 123),Ottawa_Traffic,2021-03-15,23:02:03,,,,,,
2021-03-15 22:56:03+00:00,1371596082027892738,(MTO) Highway 417 Westbound  at ISLAND PARK DR W/B (IC 123) - Disabled Vehicle. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2021-03-15,22:56:03,,,,Closure,,
2021-03-15 19:06:14+00:00,1371538247088812039,Carling W/B reduced to 1 lane between Rochester and Preston - emergency repairs. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-15,19:06:14,,,,,Lane Reduction,
2021-03-14 19:40:53+00:00,1371184578728239108,Carp closed at 417 - fallen overhead wires. #otttraffic,Ottawa_Traffic,2021-03-14,19:40:53,,,,Closure,,
2021-03-14 16:14:46+00:00,1371132708366209025,Fallowfield closed from Eagleson to Shea - fallen overhead wires. #otttraffic,Ottawa_Traffic,2021-03-14,16:14:46,,,,Closure,,
2021-03-13 17:21:48+00:00,1370787190154887170,HAZELDEAN W/B closed at EAGLESON - collision. Avoid area and use other routes. #otttraffic,Ottawa_Traffic,2021-03-13,17:21:48,Collision,,,Closure,,
2021-03-13 16:40:02+00:00,1370776679254265859,Traffic disruptions on Springfield near Beechwood - demonstration. From 12:30pm to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-03-13,16:40:02,,,,,Lane Reduction,
2021-03-13 14:06:03+00:00,1370737926326353925,(MTO) Incident Cleared: Highway 417 Westbound  from PARKDALE AVE (IC 122) to ISLAND PARK DR W/B (IC 123),Ottawa_Traffic,2021-03-13,14:06:03,,,,,,
2021-03-13 13:48:03+00:00,1370733398541631490,(MTO) Highway 417 Westbound  from PARKDALE AVE (IC 122) to ISLAND PARK DR W/B (IC 123) - Disabled Vehicle. left shoulder and 1 left lane blo,Ottawa_Traffic,2021-03-13,13:48:03,,,,,,
2021-03-13 07:14:03+00:00,1370634244381413378,(MTO) Incident Cleared: Highway 417 Eastbound Off-ramp at ST. LAURENT BLVD (IC 115),Ottawa_Traffic,2021-03-13,07:14:03,,,,,,Ramp
2021-03-13 07:04:03+00:00,1370631726872080384,(MTO) Highway 417 Eastbound Off-ramp at ST. LAURENT BLVD (IC 115) - Disabled Vehicle. right lane and right shoulder blocked.,Ottawa_Traffic,2021-03-13,07:04:03,,,,Closure,,Ramp
2021-03-13 01:40:03+00:00,1370550189061255171,"174 W/B lane reduction between Quigley Hill and Trim - construction. From 9pm Friday, March 12 to 5:30am Saturday, March 13. #otttraffic",Ottawa_Traffic,2021-03-13,01:40:03,,,,,Lane Reduction,
2021-03-12 22:02:03+00:00,1370495328592527367,(MTO) Incident Cleared: Highway 417 Westbound  at MAITLAND AVE (IC 126),Ottawa_Traffic,2021-03-12,22:02:03,,,,,,
2021-03-12 21:58:03+00:00,1370494320348958721,(MTO) Highway 417 Westbound  at MAITLAND AVE (IC 126) - Collision. left shoulder and left lane blocked.,Ottawa_Traffic,2021-03-12,21:58:03,Collision,,,Closure,,
2021-03-12 17:00:03+00:00,1370419327648808964,Possible traffic disruptions on Island Park between Richmond/Wellington and Scott - demonstration. From 1pm to 3pm today. #otttraffic,Ottawa_Traffic,2021-03-12,17:00:03,,,,,Lane Reduction,
2021-03-12 14:50:05+00:00,1370386620915015689,Donald B Munro Dr closed between Carry's Side Rd and Grant's Side Rd - flooding. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,14:50:05,,,,Closure,,
2021-03-12 14:46:21+00:00,1370385680128434177,Farmland Rd closed between Craig's Side Rd and Donald B Munro Dr - flooding. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,14:46:21,,,,Closure,,
2021-03-12 14:30:08+00:00,1370381601578844169,(MTO) 417 E/B reduced to 1 lane at Nicholas - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-03-12,14:30:08,,,,,Lane Reduction,
2021-03-12 13:15:22+00:00,1370362782814769153,Hunt Club W/B reduced to 1 lane at McCarthy - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-03-12,13:15:22,Collision,,,,Lane Reduction,
2021-03-12 13:08:21+00:00,1370361017717374977,Richmond Rd E/B closed at Nanaimo/Holly Acres - collision. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-03-12,13:08:21,Collision,,,Closure,,
2021-03-12 06:04:59+00:00,1370254476104335361,Donald B Munro closed from Carp View to Old Coach - flooding. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,06:04:59,,,,Closure,,
2021-03-12 04:06:01+00:00,1370224536617111552,Craig's Side closed from Donald B Munro to Carp - flooding. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,04:06:01,,,,Closure,,
2021-03-12 04:03:59+00:00,1370224021883785216,Thomas Argue closed from March to Donald B Munro - flooding. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,04:03:59,,,,Closure,,
2021-03-12 01:44:16+00:00,1370188864246194177,Ritchie Side closed from Walter Bradley to Ivy Acres - flooding. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,01:44:16,,,,Closure,,
2021-03-12 01:40:03+00:00,1370187801531183105,"174 W/B lane reduction between Quigley Hill and Trim - construction. From 9pm Thursday, March 11 to 5:30am Friday, March 12. #otttraffic",Ottawa_Traffic,2021-03-12,01:40:03,,,,,Lane Reduction,
2021-03-12 01:40:02+00:00,1370187799836639235,"174 W/B reduced to 1 lane between Champlain/Place d'Orleans and Jeanne d'Arc - construction. From 9pm Thursday, March 11 to 5:30am Friday, March 12. #otttraffic",Ottawa_Traffic,2021-03-12,01:40:02,,,,,Lane Reduction,
2021-03-12 01:20:10+00:00,1370182797516795905,Grant's Side closed from Donald B Munro to John Shaw  - flooding. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,01:20:10,,,,Closure,,
2021-03-12 01:20:03+00:00,1370182768483782666,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Thursday, March 11 to 5:30am Friday, March 12. #otttraffic",Ottawa_Traffic,2021-03-12,01:20:03,,,,Closure,,Ramp
2021-03-12 01:20:03+00:00,1370182766780895234,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Thursday, March 11 to 5:30am Friday, March 12. #otttraffic",Ottawa_Traffic,2021-03-12,01:20:03,,,,Closure,,Ramp
2021-03-12 01:06:16+00:00,1370179298565484549,Donald B Munro closed from Grant's Side to Carry Side - flooding. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-12,01:06:16,,,,Closure,,
2021-03-11 22:41:07+00:00,1370142769893806084,Baseline closed between Greenbank and Southwood - police operation. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-11,22:41:07,,,,Closure,,
2021-03-11 22:07:07+00:00,1370134216399273985,Tartan closed at Strandherd - broken watermain. OFS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-11,22:07:07,,,Accident,Closure,,
2021-03-11 20:53:20+00:00,1370115648240676869,Baseline reduced to 1 lane in each direction between McWatters and Rockway - collision. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-11,20:53:20,Collision,,,,Lane Reduction,
2021-03-11 20:14:03+00:00,1370105760949108743,(MTO) Incident Cleared: Highway 417 Eastbound  at METCALFE (IC 119A),Ottawa_Traffic,2021-03-11,20:14:03,,,,,,
2021-03-11 20:06:06+00:00,1370103761830621186,(MTO) Highway 417 Eastbound  at METCALFE (IC 119A) - Collision. 1 right lane and right shoulder blocked.,Ottawa_Traffic,2021-03-11,20:06:06,Collision,,,Closure,,
2021-03-11 20:00:07+00:00,1370102256746512389,Coldrey closed from Kenzie to Merivale - broken watermain. Duration unknown. Access for local traffic maintained. #otttraffic,Ottawa_Traffic,2021-03-11,20:00:07,,,Accident,Closure,,
2021-03-11 20:00:03+00:00,1370102240195837962,(MTO) Highway 417 Eastbound  at METCALFE (IC 119A) - Collision. both shoulders and 2 lanes blocked.,Ottawa_Traffic,2021-03-11,20:00:03,Collision,,,Closure,,
2021-03-11 19:45:58+00:00,1370098695967014919,Ramp closed between 174 W/B and Blair - flooding. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-11,19:45:58,,,,Closure,,Ramp
2021-03-11 19:34:19+00:00,1370095761912954890,"Collision - Montreal Rd W/B reduced to 1 lane at Shefford Rd, Shefford Rd S/B closed at Montreal Rd, and Shefford N/B reduced to 1 lane at Montreal Rd. OPS directing traffic. Duration unknown. Use other routes. #otttraffic",Ottawa_Traffic,2021-03-11,19:34:19,Collision,,,Closure,Lane Reduction,
2021-03-11 14:30:07+00:00,1370019209246302211,(MTO) 417 E/B reduced to 1 lane at Nicholas - construction. From 10am to 2:30pm today. #otttraffic,Ottawa_Traffic,2021-03-11,14:30:07,,,,,Lane Reduction,
2021-03-11 01:40:03+00:00,1369825413665554436,"174 W/B lane reduction between Quigley Hill and Trim - construction. From 9pm Wednesday, March 10 to 5:30am Thursday, March 11. #otttraffic",Ottawa_Traffic,2021-03-11,01:40:03,,,,,Lane Reduction,
2021-03-11 01:40:02+00:00,1369825409936850952,"174 E/B reduced to 1 lane between Montreal/St-Joseph and Jeanne d'Arc - construction. From 9pm Wednesday, March 10 to 5:30am Thursday, March 11. #otttraffic",Ottawa_Traffic,2021-03-11,01:40:02,,,,,Lane Reduction,
2021-03-11 01:20:02+00:00,1369820378361704450,"Ramp closed between 174 E/B and Jeanne d'Arc - construction. From 9pm Wednesday, March 10 to 5:30am Thursday, March 11. #otttraffic",Ottawa_Traffic,2021-03-11,01:20:02,,,,Closure,,Ramp
2021-03-11 01:20:02+00:00,1369820376637837320,"Ramp closed between Jeanne d'Arc S/B and 174 E/B - construction. From 9pm Wednesday, March 10 to 5:30am Thursday, March 11. #otttraffic",Ottawa_Traffic,2021-03-11,01:20:02,,,,Closure,,Ramp
2021-03-10 20:06:59+00:00,1369741593629036547,Merivale N/B reduced to 1 lane between Colonnade and Viewmount - disabled vehicle. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-10,20:06:59,,,,,Lane Reduction,
2021-03-10 19:44:03+00:00,1369735824284221445,(MTO) Incident Cleared: Highway 417 Westbound On-ramp at TERRY FOX DR (IC 140),Ottawa_Traffic,2021-03-10,19:44:03,,,,,,Ramp
2021-03-10 19:28:03+00:00,1369731796296929284,(MTO) Highway 417 Westbound On-ramp at TERRY FOX DR (IC 140) - Collision. lane and right shoulder blocked.,Ottawa_Traffic,2021-03-10,19:28:03,Collision,,,Closure,,Ramp
2021-03-10 17:54:03+00:00,1369708141609357316,(MTO) Incident Cleared: Highway 417 Westbound  at PARKDALE AVE (IC 122),Ottawa_Traffic,2021-03-10,17:54:03,,,,,,
2021-03-10 17:50:03+00:00,1369707132657020930,(MTO) Highway 417 Westbound  at PARKDALE AVE (IC 122) - Disabled Vehicle. 1 centre lane blocked.,Ottawa_Traffic,2021-03-10,17:50:03,,,,Closure,,
2021-03-10 17:31:51+00:00,1369702552649031685,Update: Bronson now closed between Catherine and Gladstone - structural fire. OPS directing traffic. Duration unknown. Use other routes. #otttraffic,Ottawa_Traffic,2021-03-10,17:31:51,,,Accident,Closure,,
2021-03-10 17:22:32+00:00,1369700210218254336,Bronson closed from Gladstone to Arlington - structural fire. OPS directing traffic. Duration unknown. #otttraffic,Ottawa_Traffic,2021-03-10,17:22:32,,,Accident,Closure,,
2021-03-10 12:57:29+00:00,1369633508046626816,King Edward S/B lane reduction from Laurier to Osgoode/Thomas More Private - collision. Duration unknown. #otttraffic,Ottawa_Traffic,2021-03-10,12:57:29,Collision,,,,Lane Reduction,
2021-03-10 01:40:03+00:00,1369463024541663233,"174 W/B lane reduction between Quigley Hill and Trim - construction. From 9pm Tuesday, March 9 to 5:30am Wednesday, March 10. #otttraffic",Ottawa_Traffic,2021-03-10,01:40:03,,,,,Lane Reduction,
2021-03-10 01:40:02+00:00,1369463022998130688,"Ramp reduced to 1 lane between 174 E/B and Jeanne d'Arc - construction. From 9pm Tuesday, March 9 to 5:30am Wednesday, March 10. #otttraffic",Ottawa_Traffic,2021-03-10,01:40:02,,,,,Lane Reduction,Ramp
2021-03-10 01:20:04+00:00,1369457996879826944,"Ramp closed between 174 W/B and Jeanne d'Arc - construction. From 9pm Tuesday, March 9 to 5:30am Wednesday, March 10. #otttraffic",Ottawa_Traffic,2021-03-10,01:20:04,,,,Closure,,Ramp
2021-03-10 01:20:04+00:00,1369457995453759489,"174 E/B reduced to 1 lane between Montreal/St-Joseph and Jeanne d'Arc - construction. From 9pm Tuesday, March 9 to 5:30am Wednesday, March 10. #otttraffic",Ottawa_Traffic,2021-03-10,01:20:04,,,,,Lane Reduction,
2021-03-10 01:20:03+00:00,1369457994094755846,"174 W/B reduced to 1 lane between Champlain/Place d'Orleans and Jeanne d'Arc - construction. From 9pm Tuesday, March 9 to 5:30am Wednesday, March 10. #otttraffic",Ottawa_Traffic,2021-03-10,01:20:03,,,,,Lane Reduction,
2021-03-10 01:20:03+00:00,1369457991959928832,"Ramp closed between Jeanne d'Arc S/B and 174 E/B - construction. From 9pm Tuesday, March 9 to 5:30am Wednesday, March 10. #otttraffic",Ottawa_Traffic,2021-03-10,01:20:03,,,,Closure,,Ramp
2021-03-09 23:34:03+00:00,1369431316362649609,(MTO) Incident Cleared: Highway 417 Eastbound  at METCALFE (IC 119A),Ottawa_Traffic,2021-03-09,23:34:03,,,,,,
2021-03-09 22:54:06+00:00,1369421264448786437,(MTO) Highway 417 Eastbound  at METCALFE (IC 119A) - Collision. 3 right lanes and right shoulder blocked.,Ottawa_Traffic,2021-03-09,22:54:06,Collision,,,Closure,,
2021-03-09 22:50:03+00:00,1369420245253885963,(MTO) Highway 417 Eastbound  at METCALFE (IC 119A) - Collision. 2 right lanes and right shoulder blocked.,Ottawa_Traffic,2021-03-09,22:50:03,Collision,,,Closure,,
2021-03-09 21:34:45+00:00,1369401294524387329,(MTQ) 50 E/B reduced to 1 lane at Draveurs Bridge - collision. SQ directing traffic. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2021-03-09,21:34:45,Collision,Slow,,,Lane Reduction,
2021-03-09 17:53:56+00:00,1369345726141054977,Traffic disruptions at Innes and Cyrville - traffic signals not working. Duration unknown. Expect delays. #otttraffic,Ottawa_Traffic,2021-03-09,17:53:56,,Slow,,,,
